file,path,year,page,theme,term,quote
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,159,climate,\bscope\s*3\b,"l key materials 86FY23 Emissions Summary (Metric Tons CO 2e) Scope 1, 2, and 387 EMISSIONS EMISSIONS (%) Scope 1 59,672 0.63% Scope 2 (market-based emissions) 11,051 0.12% Scope 3 9,466,520 99.26% Total 9,537,244 100%DATA TABLES 86 T hese targets ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"Energy and Emissions by Business Function (Scope 1 and Scope 2 (Market-based) EMISSIONS (METRIC TONS CO 2e) SCOPE 1 FY20 FY21 FY22 FY23SCOPE 2 FY20 FY21 FY22 FY23 Retail 22,8008822,3638823,1828817,757 68,748 41,391 9,639896,048 HQs & Offices 18,488 13,934 14,530 15,532 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"Energy and Emissions by Business Function (Scope 1 and Scope 2 (Market-based) EMISSIONS (METRIC TONS CO 2e) SCOPE 1 FY20 FY21 FY22 FY23SCOPE 2 FY20 FY21 FY22 FY23 Retail 22,8008822,3638823,1828817,757 68,748 41,391 9,639896,048 HQs & Offices 18,488 13,934 14,530 15,532 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"tribution Centers 47,244 54,852 59,802 49,331 191,711 197,657 194,685 186,625 Corporate Jets 11,257 5,534 13,356 16,440 − − − − Air Manufacturing Innovation 6,311 7,604 7,219 8,708 94,290 86,885 82,116 73,029 NIKE, Inc. 233,320 206,541 226,783 198,845 642,943 592,211 588,537 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,",311 7,604 7,219 8,708 94,290 86,885 82,116 73,029 NIKE, Inc. 233,320 206,541 226,783 198,845 642,943 592,211 588,537 580,541DATA TABLES 88 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to include emissions from refrigerants ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"(EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"ulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 4,062 MT CO 2e to 2,650 MT CO 2e. 91 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"(EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*1\b,"reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 7,708 MT CO 2e to 7,703 MT CO 2e. 93 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to include ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"Energy and Emissions by Business Function (Scope 1 and Scope 2 (Market-based) EMISSIONS (METRIC TONS CO 2e) SCOPE 1 FY20 FY21 FY22 FY23SCOPE 2 FY20 FY21 FY22 FY23 Retail 22,8008822,3638823,1828817,757 68,748 41,391 9,639896,048 HQs & Offices 18,488 13,934 14,530 15,532 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"on to include emissions from refrigerants used in retail. These changes resulted in FY20-22 retail Scope 1 emissions (Metric tons CO 2e) shifting from 18,210 in FY20, 17,761 in FY21, and 18,611 MT CO 2e in FY22 to 22,800, 22,363, ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"orted Retail: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"d retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 10,178 MT ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"rted Offices: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"to include emissions from refrigerants used in distribution centers. These changes resulted in FY20-22 Scope 1 emissions (Metric tons CO 2e) shifting from 9,676 in FY20, 11,224 in FY21, and 12,149 MT CO 2e in FY22 to 17,577, 19,689, and ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"reported DCs: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"ude emissions from refrigerants used in retail and distribution centers. These changes resulted in FY20-22 Scope 1 emissions (Metric tons CO 2e) shifting from 52,312 in FY20, 46,462 in FY21, and 50,868 MT CO 2e in FY22 to 64,804, 59,530, ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,160,climate,\bscope\s*2\b,"ously reported Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"DATA TABLES Fuel Consumption (MWh) and Scope 1 Emissions (Metric Tons CO 2e) FY20 FY21 FY22 FY23 Air MI Fuel Consumption (MWh) 6,311 7,604 7,219 8,708 Emissions (Metric Tons CO 2e) 1,620 1,884 1,809 2,106 HQ Fleet Vehicles Fuel Consumption ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"Tons CO 2e) 18,488 13,934 14,530 15,532 Retail Fuel Consumption (MWh) 89,898 87,682 91,880 64,677 Emissions (Metric Tons CO 2e) 22,800 22,363 23,1829617,757 NIKE, Inc. Fuel Consumption (MWh) 233,320 206,54197226,78397198,845 Emissions (Metric Tons CO 2e) 64,804 59,530 64,6369859,672 95 N ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"E, Inc. Fuel Consumption (MWh) 233,320 206,54197226,78397198,845 Emissions (Metric Tons CO 2e) 64,804 59,530 64,6369859,672 95 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to include emissions from refrigerants used in distribution centers. ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"ect a boundary expansion to include emissions from refrigerants used in distribution centers. These changes resulted in FY20-22 Scope 1 emissions (Metric tons CO 2e) shifting from 9,676 in FY20, 11,224 in FY21, and 12,149 MT CO2e in FY22 to ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"CO 2e) shifting from 9,676 in FY20, 11,224 in FY21, and 12,149 MT CO2e in FY22 to 17,577, 19,689, and 21,347 MT CO 2e, respectively. 96 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"22,363, and 23,182 MT CO 2e, respectively. 97 T otals for NIKE, Inc. level might not reflect manual summation of granular numbers above, due to rounding of granular numbers and only showing of whole numbers rather than decimals. The NIKE, ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,161,climate,\bscope\s*1\b,"only showing of whole numbers rather than decimals. The NIKE, Inc. level number reflects sums of non-rounded data. 98 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to include emissions from refrigerants used ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"Electricity Consumption (MWh) and Scope 2 Emissions (Metric Tons CO 2e) FY20 FY21 FY22 FY23 Air MI Total Electricity (MWh) 94,290 86,885 82,116 73,029 Grid Electricity (MWh) 94,290 86,885 82,116 72,435 Onsite Solar (MWh) 0 0 0 594 Location-Based (Metric ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"Solar (MWh) 7,433 8,557 11,579 14,499 Onsite Wind (MWh) 11,131 15,120 9,540 4,417 Direct Line PPA - Wind (MWh) 0 0 0 2,794 Location-Based (Metric Tons CO 2e) 271,176 251,579 224,035 222,647 Market-Based (Metric Tons CO 2e) 160,840 76,420 22,94499, ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"orted Retail: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"o 9,639 MT CO 2e. 102 T otals for NIKE, Inc. level might not reflect manual summation of granular numbers above, due to rounding of granular numbers and only showing of whole numbers rather than decimals. The NIKE, Inc. level ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"reported DCs: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 7,708 MT ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,162,climate,\bscope\s*2\b,"orted Offices: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,163,climate,\bscope\s*3\b,"Scope 3 Emissions: Manufacturing & Logistics (Metric Tons CO 2e) FY20 FY21 FY22 FY23 Tier 1 – Footwear Manufacturing 1,388,826 1,411,754 1,469,481 1,397,345 Tier 1 – Apparel Manufacturing 89,865 72,601 87,753 83,851 Tier 2 – Footwear Textile Dyeing and Finishing ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"Science-Based Targets (SBT) Footprint FY15–23 (Metric Tons CO 2e) FY15 FY16 FY17 FY18 FY19 FY20 FY21 FY22 FY23 Scope 1 Air Manufacturing Innovation 126 114 145 496 1,229 1,620 1,884 1,809 2,106 HQ Fleet Vehicles 406 535 666 627 555 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,",832 61,142 55,304 60,603 38,829 14,523 7,703 1062,767 HQs & Offices 54,276 43,189 41,820 33,802 10,938 33,769 18,352 2,6501072,237 Retail 98,154 99,959 103,393 91,978 92,107 68,748 41,391 9,6391086,048 Total 228,770 225,853 224,511 210,321 209,065 160,840 76,420 22,94410911,051110DATA TABLES 103 N ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"78 92,107 68,748 41,391 9,6391086,048 Total 228,770 225,853 224,511 210,321 209,065 160,840 76,420 22,94410911,051110DATA TABLES 103 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to include emissions from refrigerants used in distribution centers. ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"ct a boundary expansion to include emissions from refrigerants used in distribution centers. These changes resulted in FY20-22 Scope 1 emissions (Metric tons CO 2e) shifting from 9,676 in FY20, 11,224 in FY21, and 12,149 MT CO 2e in FY22 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"CO 2e) shifting from 9,676 in FY20, 11,224 in FY21, and 12,149 MT CO 2e in FY22 to 17,577, 19,689, and 21,347 MT CO 2e, respectively. 104 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"reflect a boundary expansion to include emissions from refrigerants used in retail. These changes resulted in FY20-22 retail Scope 1 emissions (Metric tons CO 2e) shifting from 18,210 in FY20, 17,761 in FY21, and 18,611 MT CO 2e in FY22 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*1\b,"m 18,210 in FY20, 17,761 in FY21, and 18,611 MT CO 2e in FY22 to 22,800, 22,363, and 23,182 MT CO 2e, respectively. 105 N IKE has updated our Scope 1 emissions for FY20-22 to reflect a boundary expansion to ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,",432 3,515 4,263 Distribution Centers 8,084 6,698 7,861 10,048 10,408 17,577 19,689 21,34710319,696 HQs & Offices 10,009 11,623 13,168 10,975 13,612 18,488 13,934 14,530 15,532 Retail 13,423 13,963 14,907 16,022 17,747 22,800 22,363 23,18210417,757 Total 35,624 37,325 40,138 41,941 46,713 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"issions from refrigerants used in retail and distribution centers. These changes resulted in FY20-22 Scope 1 emissions (Metric tons CO 2e) shifting from 52,312 in FY20, 46,462 in FY21, and 50,868 MT CO 2e in FY22 to 64,804, 59,530, and ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"reported DCs: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"nd retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 7,708 MT ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"orted Offices: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 4,062 MT ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"ported Retail: Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"chased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The inclusion of the EACs resulted in a reduction of our Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) from 10,178 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,164,climate,\bscope\s*2\b,"ously reported Scope 2 (Indirect) Market-Based Emissions (Metric tons CO 2e) metric to account for energy attribute certificates (EACs) that were purchased and retired but not previously applied to electricity consumed during our fiscal year ended May 31, 2022. The ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,165,climate,\bscope\s*3\b,"Science-Based Targets (SBT) Footprint FY15–23 (Metric Tons CO 2e) FY15 FY16 FY17 FY18 FY19 FY20 FY21 FY22 FY23 Scope 3 Waste Generated in Operations 1,738 1,973 2,031 2,245 1,951 2,322 1,810 1,999 5,229 Downstream Transportation and Distribution 63,787 71,510 67,753 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,166,climate,\bscope\s*1\b,AL SCOPE INCLUDED FULL SCOPE INCLUDED RE100: 100% RENEWABLE ELECTRICITY IN OWNED OR OPERATED FACILITIES-70% OWNED OR OPERATED FACILITY GHG EMISSIONS% CHANGE IN MANUFACTURING & TRANSPORTATION GHG EMISSIONS 1110.5M METRIC TONS MATERIALS GHG EMISSIONS REDUCED VIA USE OF ENVIRONMENTALLY PREFERRED ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,166,climate,\bscope\s*2\b,ANGE IN MANUFACTURING & TRANSPORTATION GHG EMISSIONS 1110.5M METRIC TONS MATERIALS GHG EMISSIONS REDUCED VIA USE OF ENVIRONMENTALLY PREFERRED MATERIALS (EPMS)SCOPE 1 AND 2 SBTSCOPE 3 SBT FULL CORPORATE CARBON FOOTPRINT Energy or Emissions Energy Emissions Emissions Emissions Emissions Emissions ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,167,climate,\bscope\s*3\b,Scope 3 Emissions by Category and Operational Boundaries NOT IN SBT SCOPE IN SBT SCOPE EMISSIONS SOURCES FY23 METRIC TONS CO2e AND/OR EVALUATION STATUSSCOPE OF REPORTED EMISSIONS EMISSIONS CALCULATION METHODOLOGY % OF EMISSIONS CALCULATED USING DATA OBTAINED FROM SUPPLIERS OR ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,167,climate,\bscope\s*3\b,"rnal tools were used to develop this estimation including NIKE’s Materials Sustainability Index, Enablon, and COMPASS (life cycle packaging tool). As of FY22, we’ve aligned with the latest version of updated Sustainable Apparel Coalition’s Higg MSI (Higg MSI) lifecycle emission ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,168,climate,\bscope\s*1\b,EMISSIONS SOURCES FY23 METRIC TONS CO2e AND/OR EVALUATION STATUSSCOPE OF REPORTED EMISSIONS EMISSIONS CALCULATION METHODOLOGY % OF EMISSIONS CALCULATED USING DATA OBTAINED FROM SUPPLIERS OR VALUE CHAIN PARTNERS 3 F uel and Energy-Related Activities Not Included in Scope 1 or ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,168,climate,\bscope\s*1\b,"ULATION METHODOLOGY % OF EMISSIONS CALCULATED USING DATA OBTAINED FROM SUPPLIERS OR VALUE CHAIN PARTNERS 3 F uel and Energy-Related Activities Not Included in Scope 1 or 2 13,392 Includes emissions associated with the extraction, production, and transportation of fuels ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,168,climate,\bscope\s*3\b,"to landfill.100% 6 B usiness Travel 38,887 Includes emissions from commercial air travel. Air CO 2e emissions are estimated based on number and distance of trips. Short haul trips are less fuel efficient per mile flown. Longer-haul flights become less ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,169,climate,\bscope\s*3\b,units and socks are washed and dried. Each item was assumed to be washed 52 times in one year. The washing assumptions were based on regional consumer washing practices and estimates of washing machine types by region. CO 2e was ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,170,climate,\bscope\s*3\b,"rom downstream leased assets.N/A N/A 14 Franchises Not relevant NIKE does not have significant emissions from franchises.N/A N/A 15 Investments Not relevant NIKE does not have significant emissions from investments.N/A N/A Total SBT S3 Emissions 9,466,520 Total Full Footprint S3 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,171,climate,\bscope\s*1\b,FY23 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,171,climate,\bscope\s*1\b,FY23 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,171,climate,\bscope\s*2\b,FY23 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,171,climate,\bscope\s*2\b,FY23 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,172,climate,\bscope\s*1\b,"COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) Italy 601 277 5,359 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,172,climate,\bscope\s*2\b,"COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) Italy 601 277 5,359 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,172,climate,\bscope\s*2\b,"COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) Italy 601 277 5,359 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,173,climate,\bscope\s*1\b,COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) United Arab Emirates 7 ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,173,climate,\bscope\s*2\b,COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) United Arab Emirates 7 ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,173,climate,\bscope\s*2\b,COUNTRY/REGION FUEL CONSUMED (MW h)SCOPE 1 (METRIC TONS CO 2e)GRID ELECTRICITY LOCATION-BASED SCOPE 2 (METRIC TONS CO 2e)MARKET-BASED SCOPE 2 (METRIC TONS CO 2e)ONSITE SOLAR (MW h)ONSITE WIND (MW h)DIRECT LINE PPA – WIND (MW h) United Arab Emirates 7 ...
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,176,climate,\bscope\s*1\b,"559,426114 % of Total 48% 78% 92%11596%114 Renewable Energy Consumption 311,163 461,298 545,249115565,646114 % of Total 36% 58% 67%11573%114Fuel Consumption by Fuel Type (MWh) FY23 Natural Gas 176,169 Jet Fuel 13,975 Sustainable Aviation Fuel 2,465 Hi-Sene 3,546 Gasoline 1,019 Diesel ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,177,climate,\bscope\s*1\b,"Biogenic Emissions (Metric Tons CO 2e) FY23 Biomass Renewable Energy Credits11,419 Biogenic Emissions from SAF 287 Total 11,707Additional Emissions Reductions Activities (Metric Tons CO 2e)116 FY23 Gross DC Scope 1 Emissions 19,696 Less: Renewable Natural Gas (RNG) P urchased 687 ..."
FY23_Nike_Impact_Report.pdf,2023/FY23_Nike_Impact_Report.pdf,2023,177,climate,\bscope\s*1\b,"Biogenic Emissions (Metric Tons CO 2e) FY23 Biomass Renewable Energy Credits11,419 Biogenic Emissions from SAF 287 Total 11,707Additional Emissions Reductions Activities (Metric Tons CO 2e)116 FY23 Gross DC Scope 1 Emissions 19,696 Less: Renewable Natural Gas (RNG) P urchased 687 ..."
