year,document,page,category,keyword,sentence,extracted_numbers,commitment_strength,contains_timeline,contains_percentage
2021,Nike_2021_Impact_Report.pdf,179,climate,scope 1,"FY21 Fuel Consumption by Fuel Type (MWh) 
Natural Gas 195,206
Jet Fuel 5,534
Hi-Sene 2,930
Gasoline 840
Diesel 1,714
Propane 253
Total 206,477FY21 Scope 1 Emissions by Gas (Metric Tons CO 2e)
CH4 109
CO2 42,223
N2O 25
Refrigerant CO 2e 363
Total 42,720FY21 Steam, Heat, Cooling Consumption (MWh)
Steam 0
Heat 0
Cooling 0
FY21 Biomass CO 2 Emissions (Metric Tons CO 2e)
 4,641 Environmental
Renewable Energy (MWh) 
FY16 FY17 FY18 FY19 FY20 FY21
Manufacturing (Tier 1) and Textile Dyeing and Finishing (Tier 2)87
Renewable Energy 571,000 602,000 621,000 582,000 531,010 479,774
% of Total 13 13 14 12 9 8
Owned or Operated
Renewable Energy 108,755 125,494 135,971 160,224 310,798 459,127
% of Total 20 22 22 27 48  78 
87 Tier 1 and 2 data includes renewable energy use across footwear only up to FY20, at which point apparel has been added to 
reporting scope","{'percentages': [774.0, 127.0], 'years': [], 'other_numbers': ['195206', '5534', '2930', '840', '1714', '253', '206', '1', '109', '42223', '25', '363', '42', '0', '0', '0', '2', '4641', '1', '2', '87', '571000', '602000', '621000', '582000', '531010', '479774', '13', '13', '14', '12', '9', '8', '108755', '125494', '135971', '160224', '310798', '459127', '20', '22', '22', '27', '48', '78', '87', '1', '2']}",moderate,False,True
2021,Nike_2021_Impact_Report.pdf,179,transparency,tier 1,"FY21 Fuel Consumption by Fuel Type (MWh) 
Natural Gas 195,206
Jet Fuel 5,534
Hi-Sene 2,930
Gasoline 840
Diesel 1,714
Propane 253
Total 206,477FY21 Scope 1 Emissions by Gas (Metric Tons CO 2e)
CH4 109
CO2 42,223
N2O 25
Refrigerant CO 2e 363
Total 42,720FY21 Steam, Heat, Cooling Consumption (MWh)
Steam 0
Heat 0
Cooling 0
FY21 Biomass CO 2 Emissions (Metric Tons CO 2e)
 4,641 Environmental
Renewable Energy (MWh) 
FY16 FY17 FY18 FY19 FY20 FY21
Manufacturing (Tier 1) and Textile Dyeing and Finishing (Tier 2)87
Renewable Energy 571,000 602,000 621,000 582,000 531,010 479,774
% of Total 13 13 14 12 9 8
Owned or Operated
Renewable Energy 108,755 125,494 135,971 160,224 310,798 459,127
% of Total 20 22 22 27 48  78 
87 Tier 1 and 2 data includes renewable energy use across footwear only up to FY20, at which point apparel has been added to 
reporting scope","{'percentages': [774.0, 127.0], 'years': [], 'other_numbers': ['195206', '5534', '2930', '840', '1714', '253', '206', '1', '109', '42223', '25', '363', '42', '0', '0', '0', '2', '4641', '1', '2', '87', '571000', '602000', '621000', '582000', '531010', '479774', '13', '13', '14', '12', '9', '8', '108755', '125494', '135971', '160224', '310798', '459127', '20', '22', '22', '27', '48', '78', '87', '1', '2']}",moderate,False,True
2021,Nike_2021_Impact_Report.pdf,180,transparency,tier 1,"Total weight of hazardous waste (metric tons)88, 89 FY21
Total Weight 12,091
88 Best available data reported to NIKE by manufacturing partners, including Tier 1 footwear and apparel focus 
suppliers and Air MI","{'percentages': [], 'years': [], 'other_numbers': ['88', '89', '12091', '88', '1']}",moderate,False,False
2021,Nike_2021_Impact_Report.pdf,181,social,health and safety,"GRI Standard Number GRI Disclosure Location and Notes OmissionUNGC Principle/
SDG Mapping
Occupational Health and Safety
Material Aspects: Employee Health and Safety  
GRI 103:  
Management Approach 103-1 Explanation of the material 
topic and its BoundariesIssue Prioritization: pages 138–141
Health & Safety: pages 38–41
103-2 The management approach 
and its componentsIssue Prioritization: pages 138–141
Health & Safety: pages 38–41
Culture of Health and Safety
NIKE Code Leadership Standards
103-3 Evaluation of the 
management approachHealth & Safety: pages 38–41
NIKE Code Leadership Standards
GRI 403:  
Occupational Health and 
Safety 2018403-1 Occupational health and 
safety management systemHealth & Safety: pages 38–41
 
403-2 Hazard identification, 
risk assessment, and 
incident investigationHealth & Safety: pages 38–41
NIKE Code Leadership Standards
 
403-3 Occupational health services Health & Safety: pages 38–41
NIKE Code Leadership Standards
 
403-4 Worker participation, 
consultation, and 
communication on 
occupational health 
and safetyHealth & Safety: pages 38–41
  
403-5 Worker training on 
occupational health 
and safetyHealth & Safety: pages 38–41
Pay & Benefits: pages 32–37
NIKE Code Leadership Standards 
403-6 Promotion of worker health Health & Safety: pages 38–41
NIKE Code Leadership Standards
 
403-7 Prevention and mitigation 
of occupational health and 
safety impacts directly linked 
by business relationshipsHealth & Safety: pages 38–41
NIKE Code Leadership Standards
 
403-8 Workers covered by an 
occupational health and 
safety management systemHealth & Safety: pages 38–41
NIKE Code Leadership Standards
 
403-9 Work-related injuries Health & Safety: pages 38–41
  
 
403-10 Work-related ill health Health & Safety: pages 38–41
  
 Social
181
FY21 NIKE, Inc","{'percentages': [], 'years': [2018], 'other_numbers': ['103', '103', '1', '138', '141', '38', '41', '103', '2', '138', '141', '38', '41', '103', '3', '38', '41', '403', '2018403', '1', '38', '41', '403', '2', '38', '41', '403', '3', '38', '41', '403', '4', '38', '41', '403', '5', '38', '41', '32', '37', '403', '6', '38', '41', '403', '7', '38', '41', '403', '8', '38', '41', '403', '9', '38', '41', '403', '10', '38', '41', '181']}",moderate,True,False
2021,Nike_2021_Impact_Report.pdf,182,social,diversity,"GRI Standard Number GRI Disclosure Location and Notes OmissionUNGC Principle/
SDG Mapping
Diversity and Equal Opportunity
Material Aspects: Employee Diversity, Equity and Inclusion  
GRI 103:  
Management Approach 103-1 Explanation of the material 
topic and its BoundariesIssue Prioritization: pages 138–141
Representation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Inclusive Culture & Engagement: pages 42–51
103-2 The management approach 
and its componentsRepresentation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Inclusive Culture & Engagement: pages 42–51
Jobs at NIKE 
103-3 Evaluation of the 
management approachRepresentation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Inclusive Culture & Engagement: pages 42–51
GRI 405:  
Diversity And 
Equal Opportunity405-2 Ratio of basic salary and 
remuneration of women 
to menPay & Benefits: pages 32–37
  
  
Forced or Compulsory Labor   
Material Aspects: Forced Labor  
GRI 103:  
Management Approach 103-1 Explanation of the material 
topic and its BoundariesOccupational Health & Safety: pages 56–58
Foundational Expectations: pages 60–69
Issue Prioritization: pages 138–141
103-2 The management approach 
and its componentsOccupational Health & Safety: pages 56–58
Foundational Expectations: pages 60–69
Issue Prioritization: pages 138–141
Code of Conduct
NIKE Code Leadership Standards
103-3 Evaluation of the 
management approachFoundational Expectations: pages 60–69
Issue Prioritization: pages 138–141
GRI 409:  
Forced or 
Compulsory Labor409-1 Operations and suppliers 
at significant risk for 
incidents of forced or 
compulsory laborFoundational Expectations: pages 60–69
Data Tables, Foundational Expectations: page 150
Issue Prioritization: pages 138–141
NIKE Code Leadership Standards  
Human Rights Assessment     
Material Aspects: Labor Rights in the Supply Chain  
GRI 103:  
Management Approach 103-1 Explanation of the material 
topic and its BoundariesRepresentation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Foundational Expectations: pages 60–69
Issue Prioritization: pages 138–141
103-2 The management approach 
and its componentsRepresentation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Foundational Expectations: pages 60–69
Issue Prioritization: pages 138–141
103-3 Evaluation of the 
management approachRepresentation & Hiring: pages 17–31
Pay & Benefits: pages 32–37
Foundational Expectations: pages 60–69
Issue Prioritization: pages 138–141Social
182
FY21 NIKE, Inc","{'percentages': [], 'years': [], 'other_numbers': ['103', '103', '1', '138', '141', '17', '31', '32', '37', '42', '51', '103', '2', '17', '31', '32', '37', '42', '51', '103', '3', '17', '31', '32', '37', '42', '51', '405', '2', '32', '37', '103', '103', '1', '56', '58', '60', '69', '138', '141', '103', '2', '56', '58', '60', '69', '138', '141', '103', '3', '60', '69', '138', '141', '409', '1', '60', '69', '150', '138', '141', '103', '103', '1', '17', '31', '32', '37', '60', '69', '138', '141', '103', '2', '17', '31', '32', '37', '60', '69', '138', '141', '103', '3', '17', '31', '32', '37', '60', '69', '138', '182']}",moderate,False,False
2021,Nike_2021_Impact_Report.pdf,183,social,health and safety,"GRI Standard Number GRI Disclosure Location and Notes OmissionUNGC Principle/
SDG Mapping
GRI 412:  
Human Rights Assessment 
2016412-1 Operations that have 
been subject to human 
rights reviews or 
impact assessmentsFoundational Expectations: pages 60–69
Data Tables, Foundational Expectations: page 150
412-2 Employee training on human 
rights policies or proceduresInclusive Culture & Engagement: pages 42–51
Occupational Health & Safety: pages 56–58
Foundational Expectations: pages 60–69
Health & Safety: pages 38–41
NIKE Code Leadership Standards
Material Aspects: Health and Safety in the Supply Chain  
GRI 103:  
Management Approach 103-1 Explanation of the material 
topic and its BoundariesHealth & Safety: pages 38–41
Foundational Expectations: pages 60–69
103-2 The management approach 
and its componentsHealth & Safety: pages 38–41
Foundational Expectations: pages 60–69
103-3 Evaluation of the 
management approachHealth & Safety: pages 38–41
Foundational Expectations: pages 60–69
GRI 414:  
Supplier Social 
Assessment 2016414-1 New suppliers that were 
screened using social criteriaOccupational Health & Safety: pages 56–58
Health & Safety: pages 38–41
Foundational Expectations: pages 60–69
Representation & Hiring: pages 17–31 
Data Tables, Foundational Expectations: page 150  
  Social
183
FY21 NIKE, Inc","{'percentages': [], 'years': [2016, 2016], 'other_numbers': ['412', '2016412', '1', '60', '69', '150', '412', '2', '42', '51', '56', '58', '60', '69', '38', '41', '103', '103', '1', '38', '41', '60', '69', '103', '2', '38', '41', '60', '69', '103', '3', '38', '41', '60', '69', '414', '2016414', '1', '56', '58', '38', '41', '60', '69', '17', '31', '150', '183']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,2,social,diversity,"FY22 also saw the debut collection of the Serena Williams Design Crew, our apprenticeship program that 
advances diversity in design","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,2,social,diversity,"FY22 also saw the debut collection of the Serena Williams Design Crew, our apprenticeship program that 
advances diversity in design","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,3,social,diversity,"FY22 also saw the debut collection of the Serena Williams Design Crew, our apprenticeship program that 
advances diversity in design","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,3,social,diversity,"FY22 also saw the debut collection of the Serena Williams Design Crew, our apprenticeship program that 
advances diversity in design","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,5,social,diversity,"Changes this year include 
increased detail on director diversity, a new section highlighting Board oversight of ESG, and 
the addition of the Fiscal 2022 Annual Direct Compensation Table","{'percentages': [], 'years': [2022], 'other_numbers': ['2022']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,5,social,diversity,"Changes this year include 
increased detail on director diversity, a new section highlighting Board oversight of ESG, and 
the addition of the Fiscal 2022 Annual Direct Compensation Table","{'percentages': [], 'years': [2022], 'other_numbers': ['2022']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,6,social,diversity,"Changes this year include 
increased detail on director diversity, a new section highlighting Board oversight of ESG, and 
the addition of the Fiscal 2022 Annual Direct Compensation Table","{'percentages': [], 'years': [2022], 'other_numbers': ['2022']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,6,social,diversity,"Changes this year include 
increased detail on director diversity, a new section highlighting Board oversight of ESG, and 
the addition of the Fiscal 2022 Annual Direct Compensation Table","{'percentages': [], 'years': [2022], 'other_numbers': ['2022']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,11,social,diversity,"BOARD OF DIRECTORS
BOARD OVERVIEW
Our director nominees consist of 10 individuals selected on the basis of numerous criteria, including experience and 
achievements, fields of significant knowledge, good character, sound judgment, and diversity","{'percentages': [], 'years': [], 'other_numbers': ['10']}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,11,social,diversity,"DIVERSITY AGE TENURE
BOARD SKILLS, EXPERIENCES, AND QUALIFICATIONS
DIVERSITY 5 /10
Gender or racial or ethnic diversity that 
adds a range of perspectives and expands 
the Board's understanding of the needs 
and viewpoints of consumers, employees, 
and other stakeholders worldwide","{'percentages': [], 'years': [], 'other_numbers': ['5', '10']}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,11,social,diversity,"BOARD OF DIRECTORS
BOARD OVERVIEW
Our director nominees consist of 10 individuals selected on the basis of numerous criteria, including experience and 
achievements, fields of significant knowledge, good character, sound judgment, and diversity","{'percentages': [], 'years': [], 'other_numbers': ['10']}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,11,social,diversity,"DIVERSITY AGE TENURE
BOARD SKILLS, EXPERIENCES, AND QUALIFICATIONS
DIVERSITY 5 /10
Gender or racial or ethnic diversity that 
adds a range of perspectives and expands 
the Board's understanding of the needs 
and viewpoints of consumers, employees, 
and other stakeholders worldwide","{'percentages': [], 'years': [], 'other_numbers': ['5', '10']}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,12,social,diversity,"BOARD OF DIRECTORS
BOARD OVERVIEW
Our director nominees consist of 10 individuals selected on the basis of numerous criteria, including experience and 
achievements, fields of significant knowledge, good character, sound judgment, and diversity","{'percentages': [], 'years': [], 'other_numbers': ['10']}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,12,social,diversity,"DIVERSITY AGE TENURE
BOARD SKILLS, EXPERIENCES, AND QUALIFICATIONS
DIVERSITY 5 /10
Gender or racial or ethnic diversity that 
adds a range of perspectives and expands 
the Board's understanding of the needs 
and viewpoints of consumers, employees, 
and other stakeholders worldwide","{'percentages': [], 'years': [], 'other_numbers': ['5', '10']}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,12,social,diversity,"BOARD OF DIRECTORS
BOARD OVERVIEW
Our director nominees consist of 10 individuals selected on the basis of numerous criteria, including experience and 
achievements, fields of significant knowledge, good character, sound judgment, and diversity","{'percentages': [], 'years': [], 'other_numbers': ['10']}",strong,False,False
2022,Nike_2022_Annual_Report.pdf,12,social,diversity,"DIVERSITY AGE TENURE
BOARD SKILLS, EXPERIENCES, AND QUALIFICATIONS
DIVERSITY 5 /10
Gender or racial or ethnic diversity that 
adds a range of perspectives and expands 
the Board's understanding of the needs 
and viewpoints of consumers, employees, 
and other stakeholders worldwide","{'percentages': [], 'years': [], 'other_numbers': ['5', '10']}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,13,social,diversity,"BENKO
AGE DIRECTOR SINCE COMMITTEESOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
64 2018 Audit & Finance;
CompensationSolarWinds Corporation Nike Air Max and Nike Epic 
Lux Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY
HR/TALENT MANAGEMENT INTERNATIONAL
Ms","{'percentages': [], 'years': [2018], 'other_numbers': ['64', '2018']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,13,social,inclusion,"Benko held multiple technology and talent
management roles, including serving as the company's first Vice Chairman and Chief Talent Officer from 2006 to 2010, its
Chief Inclusion Officer from 2008 to 2010, and as Managing Principal, Initiative for the Retention and Advancement of
Women, from 2003 to 2009","{'percentages': [], 'years': [2006, 2010, 2008, 2010, 2003, 2009], 'other_numbers': ['2006', '2010', '2008', '2010', '2003', '2009']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,13,social,diversity,"BENKO
AGE DIRECTOR SINCE COMMITTEESOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
64 2018 Audit & Finance;
CompensationSolarWinds Corporation Nike Air Max and Nike Epic 
Lux Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY
HR/TALENT MANAGEMENT INTERNATIONAL
Ms","{'percentages': [], 'years': [2018], 'other_numbers': ['64', '2018']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,13,social,inclusion,"Benko held multiple technology and talent
management roles, including serving as the company's first Vice Chairman and Chief Talent Officer from 2006 to 2010, its
Chief Inclusion Officer from 2008 to 2010, and as Managing Principal, Initiative for the Retention and Advancement of
Women, from 2003 to 2009","{'percentages': [], 'years': [2006, 2010, 2008, 2010, 2003, 2009], 'other_numbers': ['2006', '2010', '2008', '2010', '2003', '2009']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,14,social,diversity,"BENKO
AGE DIRECTOR SINCE COMMITTEESOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
64 2018 Audit & Finance;
CompensationSolarWinds Corporation Nike Air Max and Nike Epic 
Lux Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY
HR/TALENT MANAGEMENT INTERNATIONAL
Ms","{'percentages': [], 'years': [2018], 'other_numbers': ['64', '2018']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,14,social,inclusion,"Benko held multiple technology and talent
management roles, including serving as the company's first Vice Chairman and Chief Talent Officer from 2006 to 2010, its
Chief Inclusion Officer from 2008 to 2010, and as Managing Principal, Initiative for the Retention and Advancement of
Women, from 2003 to 2009","{'percentages': [], 'years': [2006, 2010, 2008, 2010, 2003, 2009], 'other_numbers': ['2006', '2010', '2008', '2010', '2003', '2009']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,14,social,diversity,"BENKO
AGE DIRECTOR SINCE COMMITTEESOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
64 2018 Audit & Finance;
CompensationSolarWinds Corporation Nike Air Max and Nike Epic 
Lux Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY
HR/TALENT MANAGEMENT INTERNATIONAL
Ms","{'percentages': [], 'years': [2018], 'other_numbers': ['64', '2018']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,14,social,inclusion,"Benko held multiple technology and talent
management roles, including serving as the company's first Vice Chairman and Chief Talent Officer from 2006 to 2010, its
Chief Inclusion Officer from 2008 to 2010, and as Managing Principal, Initiative for the Retention and Advancement of
Women, from 2003 to 2009","{'percentages': [], 'years': [2006, 2010, 2008, 2010, 2003, 2009], 'other_numbers': ['2006', '2010', '2008', '2010', '2003', '2009']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,15,social,diversity,"DUCKETT
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
48 2019 Corporate Responsibility, 
Sustainability & GovernanceNone Nike Air Force 1
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE CEO EXPERIENCE
RETAIL INDUSTRY HR/TALENT MANAGEMENT
Ms","{'percentages': [], 'years': [2019], 'other_numbers': ['48', '2019', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,15,social,human rights,Kennedy Human Rights,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,15,social,diversity,"DUCKETT
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
48 2019 Corporate Responsibility, 
Sustainability & GovernanceNone Nike Air Force 1
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE CEO EXPERIENCE
RETAIL INDUSTRY HR/TALENT MANAGEMENT
Ms","{'percentages': [], 'years': [2019], 'other_numbers': ['48', '2019', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,15,social,human rights,Kennedy Human Rights,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,16,social,diversity,"DUCKETT
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
48 2019 Corporate Responsibility, 
Sustainability & GovernanceNone Nike Air Force 1
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE CEO EXPERIENCE
RETAIL INDUSTRY HR/TALENT MANAGEMENT
Ms","{'percentages': [], 'years': [2019], 'other_numbers': ['48', '2019', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,16,social,human rights,Kennedy Human Rights,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,16,social,diversity,"DUCKETT
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
48 2019 Corporate Responsibility, 
Sustainability & GovernanceNone Nike Air Force 1
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY FINANCIAL EXPERTISE CEO EXPERIENCE
RETAIL INDUSTRY HR/TALENT MANAGEMENT
Ms","{'percentages': [], 'years': [2019], 'other_numbers': ['48', '2019', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,16,social,human rights,Kennedy Human Rights,"{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,19,social,diversity,"Nike KD and Nike LeBron 
Basketball Shoes
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY CEO EXPERIENCE GOVERNANCE
FINANCIAL EXPERTISE
Mr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,19,social,human rights,"Kennedy Human Rights, and the National Association of Basketball Coaches 
(NABC) Foundation, Inc","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,19,social,diversity,"Nike KD and Nike LeBron 
Basketball Shoes
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY CEO EXPERIENCE GOVERNANCE
FINANCIAL EXPERTISE
Mr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,19,social,human rights,"Kennedy Human Rights, and the National Association of Basketball Coaches 
(NABC) Foundation, Inc","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,20,social,diversity,"Nike KD and Nike LeBron 
Basketball Shoes
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY CEO EXPERIENCE GOVERNANCE
FINANCIAL EXPERTISE
Mr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,20,social,human rights,"Kennedy Human Rights, and the National Association of Basketball Coaches 
(NABC) Foundation, Inc","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,20,social,diversity,"Nike KD and Nike LeBron 
Basketball Shoes
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY CEO EXPERIENCE GOVERNANCE
FINANCIAL EXPERTISE
Mr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,20,social,human rights,"Kennedy Human Rights, and the National Association of Basketball Coaches 
(NABC) Foundation, Inc","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,21,social,diversity,"Nike Epic React
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL GOVERNANCE
FINANCIAL EXPERTISE ACADEMIA
Dr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,21,social,diversity,"Nike Epic React
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL GOVERNANCE
FINANCIAL EXPERTISE ACADEMIA
Dr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,21,social,diversity,"PELUSO
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
50 2014 Corporate Responsibility, 
Sustainability & Governance, 
ChairNone Air Jordan 1 Low, Nike React 
Infinity Run, Nike Air Force 1, 
and Nike Epic Luxe Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL HR/TALENT MANAGEMENT
FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY GOVERNANCE
CEO EXPERIENCE RETAIL INDUSTRY
Ms","{'percentages': [], 'years': [2014], 'other_numbers': ['50', '2014', '1', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,21,social,diversity,"PELUSO
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
50 2014 Corporate Responsibility, 
Sustainability & Governance, 
ChairNone Air Jordan 1 Low, Nike React 
Infinity Run, Nike Air Force 1, 
and Nike Epic Luxe Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL HR/TALENT MANAGEMENT
FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY GOVERNANCE
CEO EXPERIENCE RETAIL INDUSTRY
Ms","{'percentages': [], 'years': [2014], 'other_numbers': ['50', '2014', '1', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,22,social,diversity,"Nike Epic React
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL GOVERNANCE
FINANCIAL EXPERTISE ACADEMIA
Dr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,22,social,diversity,"Nike Epic React
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL GOVERNANCE
FINANCIAL EXPERTISE ACADEMIA
Dr","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2022,Nike_2022_Annual_Report.pdf,22,social,diversity,"PELUSO
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
50 2014 Corporate Responsibility, 
Sustainability & Governance, 
ChairNone Air Jordan 1 Low, Nike React 
Infinity Run, Nike Air Force 1, 
and Nike Epic Luxe Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL HR/TALENT MANAGEMENT
FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY GOVERNANCE
CEO EXPERIENCE RETAIL INDUSTRY
Ms","{'percentages': [], 'years': [2014], 'other_numbers': ['50', '2014', '1', '1']}",moderate,True,False
2022,Nike_2022_Annual_Report.pdf,22,social,diversity,"PELUSO
AGE DIRECTOR SINCE COMMITTEEOTHER CURRENT 
PUBLIC DIRECTORSHIPS FAVORITE NIKE PRODUCTS
50 2014 Corporate Responsibility, 
Sustainability & Governance, 
ChairNone Air Jordan 1 Low, Nike React 
Infinity Run, Nike Air Force 1, 
and Nike Epic Luxe Leggings
SKILLS, EXPERIENCES AND QUALIFICATIONS
DIVERSITY INTERNATIONAL HR/TALENT MANAGEMENT
FINANCIAL EXPERTISE DIGITAL/TECHNOLOGY GOVERNANCE
CEO EXPERIENCE RETAIL INDUSTRY
Ms","{'percentages': [], 'years': [2014], 'other_numbers': ['50', '2014', '1', '1']}",moderate,True,False
